t_start,t_end,t_decision,label,score,alarm,dominant,domain,csec_corr,csec_unc,|r_bal|,|r_aux|,|r_cool|,|r_ups|,|r_qp|,|r_pv|,|r_reg|,e_rec,e_fc
67.20,68.47,68.48,1,-0.53869,0,|r_qp|,cross-domain,0.0000,0.3203,-6.243,-2.772,-4.378,0,-8.793,1.697,16.28,5.341,32.06
67.60,68.87,68.88,1,-0.72093,0,|r_qp|,cross-domain,0.0000,0.6328,-6.243,-2.772,-4.378,0,-8.793,1.452,15.97,1.214,8.104
68.00,69.27,69.28,1,14.64825,1,e_rec,cross-domain,0.0000,0.9453,-6.243,-2.772,-4.378,0,-8.793,2.624,17.13,48.6,50
68.40,69.67,69.68,1,1.20214,1,|r_qp|,cross-domain,0.0000,1.0000,-6.243,-2.772,-4.378,0,-8.793,3.995,14.53,5.598,27.78
68.80,70.07,70.08,1,-0.09549,1,|r_qp|,cross-domain,0.0000,1.0000,-6.243,-2.772,-4.378,0,-8.793,4.733,13.56,-0.2233,4.111
69.20,70.47,70.48,1,11.42479,1,e_rec,cross-domain,0.0000,0.9375,-6.243,-2.772,-4.378,0,-8.793,4.382,13.31,38.01,50
69.60,70.87,70.88,1,0.78828,1,|r_qp|,cross-domain,0.0000,0.9375,-6.243,-2.772,-4.378,0,-8.793,4.586,11.13,4.129,29.49
70.00,71.27,71.28,1,2.08901,1,|r_qp|,cross-domain,0.0000,0.9375,-6.243,-2.772,-4.378,0,-8.793,4.157,13.14,7.181,10.82
70.40,71.67,71.68,1,15.21118,1,e_rec,cross-domain,0.0000,0.9453,-6.243,-2.772,-4.378,0,-8.793,4.771,16.84,50,50
70.80,72.07,72.08,1,0.98357,1,|r_qp|,cross-domain,0.0000,1.0000,-6.243,-2.772,-4.378,0,-8.793,4.83,17.23,5.686,32.41
71.20,72.47,72.48,1,1.63208,1,|r_qp|,cross-domain,0.0000,1.0000,-6.243,-2.772,-4.378,0,-8.793,4.51,17.38,6.201,10.81
71.60,72.87,72.88,1,15.06756,1,e_rec,cross-domain,0.0000,0.9375,-6.243,-2.772,-4.378,0,-8.793,3.495,18.1,50,50
72.00,73.27,73.28,1,0.29469,1,|r_qp|,cross-domain,0.0000,0.9375,-6.243,-2.772,-4.378,0,-8.793,4.255,18.13,3.987,28.98
72.40,73.67,73.68,1,-0.21248,1,|r_qp|,cross-domain,0.0000,0.9375,-6.243,-2.772,-4.378,0,-8.793,5.26,16.41,0.03024,0.3742
72.80,74.07,74.08,1,15.35975,1,e_rec,cross-domain,0.0000,0.9453,-6.243,-2.772,-4.378,0,-8.793,6.164,15.32,50,50
73.20,74.47,74.48,1,0.66341,1,|r_qp|,cross-domain,0.0000,1.0000,-6.243,-2.772,-4.378,0,-8.793,5.914,11.86,3.563,32.32
73.60,74.87,74.88,1,-0.12032,1,|r_qp|,cross-domain,0.0000,1.0000,-6.243,-2.772,-4.378,0,-8.793,5.335,11.66,-0.8281,2.698
74.00,75.27,75.28,1,11.69313,1,e_rec,cross-domain,0.0000,0.9375,-6.243,-2.772,-4.378,0,-8.793,4.464,12.85,38.73,50
74.40,75.67,75.68,1,1.59708,1,|r_qp|,cross-domain,0.0000,0.9375,-6.243,-2.772,-4.378,0,-8.793,4.018,11.4,7.331,38.88
74.80,76.07,76.08,1,-0.40349,0,|r_qp|,cross-domain,0.0000,0.9375,-6.243,-2.772,-4.378,0,-8.793,3.191,10.81,-1.355,0.8455
75.20,76.47,76.48,1,13.55004,1,e_rec,cross-domain,0.0000,0.9453,-6.243,-2.772,-4.378,0,-8.793,2.753,11.84,44.27,50
75.60,76.87,76.88,1,1.39972,1,|r_qp|,cross-domain,0.0000,1.0000,-6.243,-2.772,-4.378,0,-8.793,3.447,10.2,6.461,42.69
76.00,77.27,77.28,1,-0.10498,1,|r_qp|,cross-domain,0.0000,1.0000,-6.243,-2.772,-4.378,0,-8.793,2.959,9.695,-1.046,0.4668
76.40,77.67,77.68,1,15.50379,1,e_rec,cross-domain,0.0000,0.9375,-6.243,-2.772,-4.378,0,-8.793,2.485,10.66,50,50
76.80,78.07,78.08,1,0.18022,1,|r_qp|,cross-domain,0.0000,0.9375,-6.243,-2.772,-4.378,0,-8.793,2.314,9.128,3.514,48.85
77.20,78.47,78.48,1,-0.22064,1,|r_qp|,cross-domain,0.0000,0.9375,-6.243,-2.772,-4.378,0,-8.793,2.514,9.592,-1.061,-0.5814
77.60,78.87,78.88,1,15.47080,1,e_rec,cross-domain,0.0000,0.9453,-6.243,-2.772,-4.378,0,-8.793,3.816,12.2,50,50
78.00,79.27,79.28,1,2.04732,1,|r_qp|,cross-domain,0.0000,1.0000,-6.243,-2.772,-4.378,0,-8.793,4.219,13.19,8.723,40.2
78.40,79.67,79.68,1,1.05271,1,|r_qp|,cross-domain,0.0000,1.0000,-6.243,-2.772,-4.378,0,-8.793,3.131,14.02,3.33,1.631
78.80,80.07,80.08,1,15.32305,1,e_rec,cross-domain,0.0000,1.0000,-6.243,-2.772,-4.378,0,-8.793,1.915,15.12,50,50
79.20,80.47,80.48,1,0.35987,1,|r_qp|,cross-domain,0.0000,1.0000,-6.243,-2.772,-4.378,0,-8.793,2.818,13.81,3.659,36.45
79.60,80.87,80.88,1,0.44502,1,|r_qp|,cross-domain,0.0000,1.0000,-6.243,-2.772,-4.378,0,-8.793,4.205,12.01,0.8855,0.06276
80.00,81.27,81.28,1,15.65883,1,e_rec,cross-domain,0.0000,1.0000,-6.243,-2.772,-4.378,0,-8.793,5.717,12.08,50,50
80.40,81.67,81.68,1,1.37966,1,|r_qp|,cross-domain,0.0000,1.0000,-6.243,-2.772,-4.378,0,-8.793,4.771,10.44,6.667,48.02
80.80,82.07,82.08,1,0.00712,1,|r_qp|,cross-domain,0.0000,1.0000,-6.243,-2.772,-4.378,0,-8.793,4.526,10.78,-0.7423,-0.484
81.20,82.47,82.48,1,15.54655,1,e_rec,cross-domain,0.0000,1.0000,-6.243,-2.772,-4.378,0,-8.793,4.731,13.27,50,50
81.60,82.87,82.88,1,1.48753,1,|r_qp|,cross-domain,0.0000,1.0000,-6.243,-2.772,-4.378,0,-8.793,4.989,12.71,7.435,48.47
82.00,83.27,83.28,1,0.10776,1,|r_qp|,cross-domain,0.0000,1.0000,-6.243,-2.772,-4.378,0,-8.793,5.2,11.62,-0.3377,-0.2401
82.40,83.67,83.68,1,15.43111,1,e_rec,cross-domain,0.0000,0.9375,-6.243,-2.772,-4.378,0,-8.793,4.19,11.61,49.77,50
82.80,84.07,84.08,1,2.00384,1,|r_qp|,cross-domain,0.0000,0.9375,-6.243,-2.772,-4.378,0,-8.793,4.473,9.337,8.679,47.08
83.20,84.47,84.48,1,-0.04317,1,|r_qp|,cross-domain,0.0000,0.9375,-6.243,-2.772,-4.378,0,-8.793,2.671,10.13,-0.4227,-0.3258
83.60,84.87,84.88,1,15.39957,1,e_rec,cross-domain,0.0000,0.9453,-6.243,-2.772,-4.378,0,-8.793,2.208,12.38,50,50
84.00,85.27,85.28,1,0.71361,1,|r_qp|,cross-domain,0.0000,1.0000,-6.243,-2.772,-4.378,0,-8.793,2.946,12.89,4.944,42.38
84.40,85.67,85.68,1,-0.25192,1,|r_qp|,cross-domain,0.0000,1.0000,-6.243,-2.772,-4.378,0,-8.793,3.086,11.71,-1.158,-0.1381
84.80,86.07,86.08,1,15.48862,1,e_rec,cross-domain,0.0000,0.9375,-6.243,-2.772,-4.378,0,-8.793,3.649,11.58,50,50
85.20,86.47,86.48,1,0.38041,1,|r_qp|,cross-domain,0.0000,0.9375,-6.243,-2.772,-4.378,0,-8.793,3.484,7.881,3.826,50
85.60,86.87,86.88,1,0.07801,1,|r_qp|,cross-domain,0.0000,0.9375,-6.243,-2.772,-4.378,0,-8.793,4.276,8,-0.6639,-0.5632
86.00,87.27,87.28,1,15.61477,1,e_rec,cross-domain,0.0000,0.9453,-6.243,-2.772,-4.378,0,-8.793,4.788,10.51,50,50
86.40,87.67,87.68,1,3.76845,1,e_rec,cross-domain,0.0000,1.0000,-6.243,-2.772,-4.378,0,-8.793,4.971,12.13,13.96,45.12
86.80,88.07,88.08,1,1.03573,1,|r_qp|,cross-domain,0.0000,1.0000,-6.243,-2.772,-4.378,0,-8.793,6.381,11.68,2.341,-0.1489
87.20,88.47,88.48,1,0.27787,1,|r_qp|,cross-domain,0.0000,1.0000,-6.243,-2.772,-4.378,0,-8.793,6.398,11.27,1.002,14.57
87.60,88.87,88.88,-1,-0.10530,1,|r_qp|,cross-domain,0.0000,0.7734,-6.243,-2.772,-4.378,0,-8.793,5.633,4.324,-1.091,-0.6363
88.00,89.27,89.28,-1,-0.64175,0,|r_qp|,cross-domain,0.0000,0.4609,-6.243,-2.772,-4.378,0,-8.793,3.576,3.496,-0.7587,-0.7319
88.40,89.67,89.68,-1,-0.97485,0,|r_qp|,cross-domain,0.0000,0.1484,-6.243,-2.772,-4.378,0,-8.793,1.429,4.119,1.336,11.57
88.80,90.07,90.08,-1,-1.42481,0,|r_qp|,cross-domain,0.0000,0.0000,-6.243,-2.772,-4.378,0,-8.793,1.745,2.785,-0.2652,-0.6419
89.20,90.47,90.48,-1,-1.57094,0,|r_qp|,cross-domain,0.0000,0.0000,-6.243,-2.772,-4.378,0,-8.793,1.902,2.903,-0.7055,-0.7189
89.60,90.87,90.88,-1,-1.72376,0,|r_qp|,cross-domain,0.0000,0.0000,-6.243,-2.772,-4.378,0,-8.793,2.004,3.586,0.1087,15.9
90.00,91.27,91.28,-1,-1.48341,0,|r_qp|,cross-domain,0.0000,0.0000,-6.243,-2.772,-4.378,0,-8.793,2.182,3.429,-0.3306,-0.1162
90.40,91.67,91.68,-1,-1.46760,0,|r_qp|,cross-domain,0.0000,0.0000,-6.243,-2.772,-4.378,0,-8.793,2.702,2.337,-0.5995,-0.8145
90.80,92.07,92.08,-1,-1.27056,0,|r_qp|,cross-domain,0.0000,0.0000,-6.243,-2.772,-4.378,0,-8.793,3.119,1.654,0.805,13.42
91.20,92.47,92.48,-1,-1.60800,0,|r_qp|,cross-domain,0.0000,0.0000,-6.243,-2.772,-4.378,0,-8.793,2.831,2.369,-1.019,-0.652
91.60,92.87,92.88,-1,-1.70174,0,|r_qp|,cross-domain,0.0000,0.0000,-6.243,-2.772,-4.378,0,-8.793,1.62,2.037,-1.24,-0.8103
92.00,93.27,93.28,-1,-1.50292,0,|r_qp|,cross-domain,0.0000,0.0000,-6.243,-2.772,-4.378,0,-8.793,0.5039,2.551,0.4757,12.04
92.40,93.67,93.68,-1,-1.57269,0,|r_qp|,cross-domain,0.0000,0.0000,-6.243,-2.772,-4.378,0,-8.793,0.341,1.597,-0.7401,-0.05928
92.80,94.07,94.08,-1,-1.60153,0,|r_qp|,cross-domain,0.0000,0.0000,-6.243,-2.772,-4.378,0,-8.793,0.9816,1.511,-0.9699,-0.8422
93.20,94.47,94.48,-1,-0.99067,0,|r_qp|,cross-domain,0.0000,0.0000,-6.243,-2.772,-4.378,0,-8.793,2.259,2.089,1.765,12.53
93.60,94.87,94.88,-1,-1.08763,0,|r_qp|,cross-domain,0.0000,0.0000,-6.243,-2.772,-4.378,0,-8.793,3.468,2.793,0.5931,-0.1324
94.00,95.27,95.28,-1,-1.12131,0,|r_qp|,cross-domain,0.0000,0.0000,-6.243,-2.772,-4.378,0,-8.793,4.858,2.783,0.2822,-0.8741
94.40,95.67,95.68,-1,-1.08263,0,|r_qp|,cross-domain,0.0000,0.0000,-6.243,-2.772,-4.378,0,-8.793,5.493,3.513,1.39,12.4
94.80,96.07,96.08,-1,-1.48969,0,|r_qp|,cross-domain,0.0000,0.0000,-6.243,-2.772,-4.378,0,-8.793,4.924,2.626,-0.8393,-0.5119
95.20,96.47,96.48,-1,-1.54319,0,|r_qp|,cross-domain,0.0000,0.0000,-6.243,-2.772,-4.378,0,-8.793,3.492,1.905,-1.003,-0.8734
95.60,96.87,96.88,-1,-1.30857,0,|r_qp|,cross-domain,0.0000,0.0000,-6.243,-2.772,-4.378,0,-8.793,2.088,1.987,0.831,12.86
96.00,97.27,97.28,-1,-1.30632,0,|r_qp|,cross-domain,0.0000,0.0000,-6.243,-2.772,-4.378,0,-8.793,1.91,1.617,-0.1261,-0.2803
96.40,97.67,97.68,-1,-1.35416,0,|r_qp|,cross-domain,0.0000,0.0000,-6.243,-2.772,-4.378,0,-8.793,2.544,1.459,-0.4082,-0.8058
96.80,98.07,98.08,-1,-1.22533,0,|r_qp|,cross-domain,0.0000,0.0000,-6.243,-2.772,-4.378,0,-8.793,3.456,2.545,1.27,16.24
97.20,98.47,98.48,-1,-1.32808,0,|r_qp|,cross-domain,0.0000,0.0000,-6.243,-2.772,-4.378,0,-8.793,3.939,2.102,-0.2989,0.115
97.60,98.87,98.88,-1,-1.46839,0,|r_qp|,cross-domain,0.0000,0.0000,-6.243,-2.772,-4.378,0,-8.793,3.581,1.816,-0.7998,-0.8044
98.00,99.27,99.28,-1,-0.68442,0,|r_qp|,cross-domain,0.0000,0.0000,-6.243,-2.772,-4.378,0,-8.793,3.38,1.653,2.368,10.94
98.40,99.67,99.68,-1,-1.39794,0,|r_qp|,cross-domain,0.0000,0.0000,-6.243,-2.772,-4.378,0,-8.793,2.675,-0.5488,-0.9132,-0.4233
98.80,100.07,100.08,-1,-1.50089,0,|r_qp|,cross-domain,0.0000,0.0000,-6.243,-2.772,-4.378,0,-8.793,2.092,-0.1887,-1.109,-0.7184
99.20,100.47,100.48,-1,-0.47751,0,|r_qp|,cross-domain,0.0000,0.0000,-6.243,-2.772,-4.378,0,-8.793,0.9731,0.8042,4.178,26.48
99.60,100.87,100.88,-1,-1.51841,0,|r_qp|,cross-domain,0.0000,0.0000,-6.243,-2.772,-4.378,0,-8.793,0.4913,-0.04187,-0.8896,0.2054
100.00,101.27,101.28,-1,-1.50093,0,|r_qp|,cross-domain,0.0000,0.0000,-6.243,-2.772,-4.378,0,-8.793,0.4978,-0.1945,-0.9379,-0.8158
100.40,101.67,101.68,-1,-0.35666,0,|r_qp|,cross-domain,0.0000,0.0000,-6.243,-2.772,-4.378,0,-8.793,0.9299,0.2001,4.426,26.41
100.80,102.07,102.08,-1,-1.14700,0,|r_qp|,cross-domain,0.0000,0.0000,-6.243,-2.772,-4.378,0,-8.793,1.568,-0.01794,0.09896,0.01571
101.20,102.47,102.48,-1,-1.35121,0,|r_qp|,cross-domain,0.0000,0.0000,-6.243,-2.772,-4.378,0,-8.793,2.287,0.02843,-0.6202,-0.4519
101.60,102.87,102.88,-1,-0.36135,0,|r_qp|,cross-domain,0.0000,0.0000,-6.243,-2.772,-4.378,0,-8.793,3.122,0.2966,4.504,31.02
102.00,103.27,103.28,-1,-1.49156,0,|r_qp|,cross-domain,0.0000,0.0000,-6.243,-2.772,-4.378,0,-8.793,3.052,-0.0764,-1.125,-0.1118
102.40,103.67,103.68,-1,-1.55482,0,|r_qp|,cross-domain,0.0000,0.0000,-6.243,-2.772,-4.378,0,-8.793,1.672,-0.3811,-1.268,-0.8182
102.80,104.07,104.08,-1,-1.52632,0,|r_qp|,cross-domain,0.0000,0.0000,-6.243,-2.772,-4.378,0,-8.793,0.1896,-0.2883,1.489,34.97
103.20,104.47,104.48,-1,-1.58640,0,|r_qp|,cross-domain,0.0000,0.0000,-6.243,-2.772,-4.378,0,-8.793,-0.1967,-0.5286,-1.136,-0.162
103.60,104.87,104.88,-1,-1.53955,0,|r_qp|,cross-domain,0.0000,0.0000,-6.243,-2.772,-4.378,0,-8.793,0.01845,-0.6241,-1.085,-0.8525
104.00,105.27,105.28,-1,-0.43895,0,|r_qp|,cross-domain,0.0000,0.0000,-6.243,-2.772,-4.378,0,-8.793,0.2327,-0.3941,4.216,27.46
104.40,105.67,105.68,-1,-1.57603,0,|r_qp|,cross-domain,0.0000,0.0000,-6.243,-2.772,-4.378,0,-8.793,-0.07568,-0.5153,-1.132,-0.4004
104.80,106.07,106.08,-1,-1.58381,0,|r_qp|,cross-domain,0.0000,0.0000,-6.243,-2.772,-4.378,0,-8.793,-0.004608,-0.6871,-1.215,-0.6701
105.20,106.47,106.48,-1,0.03204,1,|r_qp|,cross-domain,0.0000,0.0000,-6.243,-2.772,-4.378,0,-8.793,0.278,-0.4678,5.537,26.34
105.60,106.87,106.88,-1,-1.35234,0,|r_qp|,cross-domain,0.0000,0.0000,-6.243,-2.772,-4.378,0,-8.793,0.4454,-0.6767,-0.5479,-0.3938
106.00,107.27,107.28,-1,-1.58306,0,|r_qp|,cross-domain,0.0000,0.0000,-6.243,-2.772,-4.378,0,-8.793,0.6831,-0.2427,-1.203,-0.6409
106.40,107.67,107.68,-1,-0.58752,0,|r_qp|,cross-domain,0.0000,0.0000,-6.243,-2.772,-4.378,0,-8.793,0.5009,0.2145,3.878,27.79
106.80,108.07,108.08,-1,-1.27178,0,|r_qp|,cross-domain,0.0000,0.0000,-6.243,-2.772,-4.378,0,-8.793,0.804,-0.1297,-0.1945,0.2711
107.20,108.47,108.48,-1,-1.32201,0,|r_qp|,cross-domain,0.0000,0.0000,-6.243,-2.772,-4.378,0,-8.793,1.635,-0.5846,-0.5902,-0.6466
107.60,108.87,108.88,-1,-0.45273,0,|r_qp|,cross-domain,0.0000,0.0000,-6.243,-2.772,-4.378,0,-8.793,2.76,-0.4309,4.385,34.69
108.00,109.27,109.28,-1,-1.06967,0,|r_qp|,cross-domain,0.0000,0.0000,-6.243,-2.772,-4.378,0,-8.793,3.415,-0.3847,0.06215,0.1347
108.40,109.67,109.68,-1,-1.13085,0,|r_qp|,cross-domain,0.0000,0.0000,-6.243,-2.772,-4.378,0,-8.793,3.676,-0.06407,-0.1529,-0.7725
108.80,110.07,110.08,-1,-1.25968,0,|r_qp|,cross-domain,0.0000,0.0000,-6.243,-2.772,-4.378,0,-8.793,3.876,1.047,2.302,37.39
109.20,110.47,110.48,-1,-1.56719,0,|r_qp|,cross-domain,0.0000,0.0000,-6.243,-2.772,-4.378,0,-8.793,3.362,1.253,-1.146,-0.3014
109.60,110.87,110.88,-1,-1.62886,0,|r_qp|,cross-domain,0.0000,0.0000,-6.243,-2.772,-4.378,0,-8.793,1.222,0.9747,-1.16,-0.5245
110.00,111.27,111.28,-1,-0.25482,1,|r_qp|,cross-domain,0.0000,0.0000,-6.243,-2.772,-4.378,0,-8.793,-0.5522,0.6143,5,26.72
110.40,111.67,111.68,-1,-1.22270,0,|r_qp|,cross-domain,0.0000,0.0000,-6.243,-2.772,-4.378,0,-8.793,-0.714,0.07618,0.1402,-0.061
110.80,112.07,112.08,-1,-1.42334,0,|r_qp|,cross-domain,0.0000,0.0000,-6.243,-2.772,-4.378,0,-8.793,1.015,-0.1536,-0.7452,-0.68
111.20,112.47,112.48,-1,-0.51407,0,|r_qp|,cross-domain,0.0000,0.0000,-6.243,-2.772,-4.378,0,-8.793,2.358,-0.2018,3.922,29.39
111.60,112.87,112.88,-1,-0.86359,0,|r_qp|,cross-domain,0.0000,0.0000,-6.243,-2.772,-4.378,0,-8.793,2.902,-0.2838,0.792,0.6024
112.00,113.27,113.28,-1,-0.99924,0,|r_qp|,cross-domain,0.0000,0.0000,-6.243,-2.772,-4.378,0,-8.793,3.5,-0.3661,0.2025,-0.8107
112.40,113.67,113.68,-1,-0.65159,0,|r_qp|,cross-domain,0.0000,0.0000,-6.243,-2.772,-4.378,0,-8.793,3.874,0.02361,3.445,30.32
112.80,114.07,114.08,-1,-1.24366,0,|r_qp|,cross-domain,0.0000,0.0000,-6.243,-2.772,-4.378,0,-8.793,3.551,-0.422,-0.5264,-0.474
113.20,114.47,114.48,-1,-1.57570,0,|r_qp|,cross-domain,0.0000,0.0000,-6.243,-2.772,-4.378,0,-8.793,1.298,-0.3719,-1.287,-0.8162
113.60,114.87,114.88,-1,-1.41206,0,|r_qp|,cross-domain,0.0000,0.0000,-6.243,-2.772,-4.378,0,-8.793,-0.5045,0.007943,1.917,34.24
114.00,115.27,115.28,-1,-1.42056,0,|r_qp|,cross-domain,0.0000,0.0000,-6.243,-2.772,-4.378,0,-8.793,-0.9157,0.1839,-0.4196,-0.1688
114.40,115.67,115.68,-1,-1.41666,0,|r_qp|,cross-domain,0.0000,0.0000,-6.243,-2.772,-4.378,0,-8.793,0.2419,0.3623,-0.544,-0.7494
114.80,116.07,116.08,-1,-1.90990,0,|r_qp|,cross-domain,0.0000,0.0000,-6.243,-2.772,-4.378,0,-8.793,1.046,1.374,0.9305,40.34
115.20,116.47,116.48,-1,-1.54362,0,|r_qp|,cross-domain,0.0000,0.0000,-6.243,-2.772,-4.378,0,-8.793,1.274,1.356,-0.7359,0.9147
115.60,116.87,116.88,-1,-1.40044,0,|r_qp|,cross-domain,0.0000,0.0000,-6.243,-2.772,-4.378,0,-8.793,1.308,0.9026,-0.5108,-0.7428
116.00,117.27,117.28,-1,0.23155,1,|r_qp|,cross-domain,0.0000,0.0000,-6.243,-2.772,-4.378,0,-8.793,2.103,0.3333,6.12,26.83
116.40,117.67,117.68,-1,-1.44824,0,|r_qp|,cross-domain,0.0000,0.0000,-6.243,-2.772,-4.378,0,-8.793,2.568,-0.05801,-0.9342,-0.07444
116.80,118.07,118.08,-1,-1.51814,0,|r_qp|,cross-domain,0.0000,0.0000,-6.243,-2.772,-4.378,0,-8.793,2.285,0.1283,-1.115,-0.6222
117.20,118.47,118.48,-1,-1.34502,0,|r_qp|,cross-domain,0.0000,0.0000,-6.243,-2.772,-4.378,0,-8.793,1.254,0.995,2.055,33.43
117.60,118.87,118.88,-1,-1.41793,0,|r_qp|,cross-domain,0.0000,0.0000,-6.243,-2.772,-4.378,0,-8.793,0.6777,1.068,-0.3963,0.1868
118.00,119.27,119.28,0,-1.62731,0,|r_qp|,cross-domain,0.0000,0.0000,-6.243,-2.772,-4.378,0,-8.793,0.6733,0.6785,-1.171,-0.8245
118.40,119.67,119.68,0,-0.58950,0,|r_qp|,cross-domain,0.0000,0.0000,-6.243,-2.772,-4.378,0,-8.793,1.545,0.3453,4.02,31.25
118.80,120.07,120.08,0,-0.82314,0,|r_qp|,cross-domain,0.0000,0.0000,-6.243,-2.772,-4.378,0,-8.793,2.523,-0.1008,0.9635,0.1996
119.20,120.47,120.48,0,-1.15221,0,|r_qp|,cross-domain,0.0000,0.0000,-6.243,-2.772,-4.378,0,-8.793,3.833,-0.1777,-0.2456,-0.6129
119.60,120.87,120.88,0,-0.76005,0,|r_qp|,cross-domain,0.0000,0.0000,-6.243,-2.772,-4.378,0,-8.793,4.6,-0.03496,3.357,35.08
120.00,121.27,121.28,0,-1.32268,0,|r_qp|,cross-domain,0.0000,0.0000,-6.243,-2.772,-4.378,0,-8.793,3.857,-0.2764,-0.771,-0.4788
120.40,121.67,121.68,0,-1.48971,0,|r_qp|,cross-domain,0.0000,0.0000,-6.243,-2.772,-4.378,0,-8.793,1.599,-0.4799,-1.07,-0.6268
120.80,122.07,122.08,0,-0.91952,0,|r_qp|,cross-domain,0.0000,0.0000,-6.243,-2.772,-4.378,0,-8.793,-0.3881,-0.0259,3.262,32.53
121.20,122.47,122.48,0,-1.42308,0,|r_qp|,cross-domain,0.0000,0.0000,-6.243,-2.772,-4.378,0,-8.793,-0.759,-0.08426,-0.4746,0.1424
121.60,122.87,122.88,0,-1.46525,0,|r_qp|,cross-domain,0.0000,0.0000,-6.243,-2.772,-4.378,0,-8.793,0.7743,-0.1255,-0.8299,-0.5495
122.00,123.27,123.28,0,0.30408,1,|r_qp|,cross-domain,0.0000,0.0000,-6.243,-2.772,-4.378,0,-8.793,2.656,0.113,6.284,27.56
122.40,123.67,123.68,0,-0.63549,0,|r_qp|,cross-domain,0.0000,0.0000,-6.243,-2.772,-4.378,0,-8.793,4.115,-0.1925,1.343,0.3617
122.80,124.07,124.08,0,-0.63403,0,|r_qp|,cross-domain,0.0000,0.0000,-6.243,-2.772,-4.378,0,-8.793,5.467,-0.3737,1.08,-0.8068
123.20,124.47,124.48,0,-0.04152,1,|r_qp|,cross-domain,0.0000,0.0000,-6.243,-2.772,-4.378,0,-8.793,6.058,-0.01226,4.893,28.35
123.60,124.87,124.88,0,-1.37400,0,|r_qp|,cross-domain,0.0000,0.0000,-6.243,-2.772,-4.378,0,-8.793,4.96,-0.3154,-1.052,-0.4024
124.00,125.27,125.28,0,-1.35491,0,|r_qp|,cross-domain,0.0000,0.0000,-6.243,-2.772,-4.378,0,-8.793,2.597,0.6584,-0.56,-0.6637
124.40,125.67,125.68,0,-1.44049,0,|r_qp|,cross-domain,0.0000,0.0000,-6.243,-2.772,-4.378,0,-8.793,0.6625,2.385,2.25,35.59
124.80,126.07,126.08,0,-1.49939,0,|r_qp|,cross-domain,0.0000,0.0000,-6.243,-2.772,-4.378,0,-8.793,0.4762,3.314,-0.2103,-0.1326
125.20,126.47,126.48,0,-1.52864,0,|r_qp|,cross-domain,0.0000,0.0000,-6.243,-2.772,-4.378,0,-8.793,1.495,4.409,-0.2467,-0.7645
125.60,126.87,126.88,0,-2.23107,0,|r_qp|,cross-domain,0.0000,0.0000,-6.243,-2.772,-4.378,0,-8.793,2.424,5.449,0.995,46.17
126.00,127.27,127.28,0,-1.24403,0,|r_qp|,cross-domain,0.0000,0.0000,-6.243,-2.772,-4.378,0,-8.793,2.837,5.294,0.7131,0.4443
126.40,127.67,127.68,0,-1.32368,0,|r_qp|,cross-domain,0.0000,0.0000,-6.243,-2.772,-4.378,0,-8.793,3.44,4.939,0.2528,-0.7743
126.80,128.07,128.08,0,-1.13505,0,|r_qp|,cross-domain,0.0000,0.0000,-6.243,-2.772,-4.378,0,-8.793,4.2,4.458,3.17,35.59
127.20,128.47,128.48,0,-1.57888,0,|r_qp|,cross-domain,0.0000,0.0000,-6.243,-2.772,-4.378,0,-8.793,4.288,3.962,-0.7654,-0.3031
127.60,128.87,128.88,0,-1.64952,0,|r_qp|,cross-domain,0.0000,0.0000,-6.243,-2.772,-4.378,0,-8.793,2.852,2.728,-1.084,-0.7513
128.00,129.27,129.28,0,-0.50930,0,|r_qp|,cross-domain,0.0000,0.0000,-6.243,-2.772,-4.378,0,-8.793,1.694,0.9754,4.58,34.33
128.40,129.67,129.68,0,-1.02982,0,|r_qp|,cross-domain,0.0000,0.0000,-6.243,-2.772,-4.378,0,-8.793,1.663,-0.2051,0.4182,0.2039
128.80,130.07,130.08,0,-0.96571,0,|r_qp|,cross-domain,0.0000,0.0000,-6.243,-2.772,-4.378,0,-8.793,3.22,1.258,0.6541,-0.6987
129.20,130.47,130.48,0,-1.70100,0,|r_qp|,cross-domain,0.0000,0.0000,-6.243,-2.772,-4.378,0,-8.793,4.475,3.52,1.413,37.85
129.60,130.87,130.88,0,-1.52273,0,|r_qp|,cross-domain,0.0000,0.0000,-6.243,-2.772,-4.378,0,-8.793,4.129,4.92,-0.3878,-0.203
130.00,131.27,131.28,0,-1.50358,0,|r_qp|,cross-domain,0.0000,0.0000,-6.243,-2.772,-4.378,0,-8.793,3.298,4.92,-0.2736,-0.7333
130.40,131.67,131.68,0,-2.28266,0,|r_qp|,cross-domain,0.0000,0.0000,-6.243,-2.772,-4.378,0,-8.793,2.332,4.771,0.4857,42.79
130.80,132.07,132.08,0,-1.70757,0,|r_qp|,cross-domain,0.0000,0.0000,-6.243,-2.772,-4.378,0,-8.793,2.099,3.796,-0.9342,-0.2369
131.20,132.47,132.48,0,-1.49302,0,|r_qp|,cross-domain,0.0000,0.0000,-6.243,-2.772,-4.378,0,-8.793,1.507,2.397,-0.5178,-0.6371
131.60,132.87,132.88,0,-1.81833,0,|r_qp|,cross-domain,0.0000,0.0000,-6.243,-2.772,-4.378,0,-8.793,0.8474,1.013,1.325,42.73
132.00,133.27,133.28,0,-1.49511,0,|r_qp|,cross-domain,0.0000,0.0000,-6.243,-2.772,-4.378,0,-8.793,0.7569,0.2319,-0.8133,-0.03214
