file,attack_type,t_start,t_stop,duration_s
S06_multi_event_DC2,2,177.95,204.2,26.2599999999948
S06_multi_event_DC2,2,246,283.25,37.2599999999926
S06_multi_event_DC2,3,53.31,92.86,39.5599999999921
S06_multi_event_DC2,3,79.09,102.88,23.7999999999953
S06_multi_event_DC2,3,89.68,125.84,36.1699999999928
S06_multi_event_DC2,4,222.88,233.02,10.149999999998
S06_multi_event_DC2,4,122.15,158.12,35.9799999999928
S06_multi_event_DC2,4,115.9,143.4,27.5099999999945
S06_multi_event_DC2,4,131.52,149.33,17.8199999999965
S06_multi_event_DC2,5,269.2,295.02,25.8299999999949
S06_multi_event_DC2,5,112.5,135.85,23.3599999999954
S06_multi_event_DC2,5,70.38,82.43,12.0599999999976
S06_multi_event_DC2,5,254.41,289.38,34.979999999993
S06_multi_event_DC3,1,107.7,139.07,31.3799999999938
S06_multi_event_DC3,1,124.2,154.91,30.7199999999939
S06_multi_event_DC3,2,144.41,172.74,28.3399999999944
S06_multi_event_DC3,2,252.77,285.91,33.1499999999934
S06_multi_event_DC3,3,244.78,281.56,36.7899999999927
S06_multi_event_DC3,3,259.61,297.39,37.7899999999925
S06_multi_event_DC3,3,52.01,69.49,17.4899999999965
S06_multi_event_DC3,4,25.45,58.26,32.8199999999935
S06_multi_event_DC3,4,50.15,60.12,9.97999999999801
S06_multi_event_DC3,4,27.88,41.68,13.8099999999973
S06_multi_event_DC3,5,181.35,203.55,22.2099999999956
S06_multi_event_DC3,5,98.55,110.9,12.3599999999975
S06_multi_event_DC3,5,189.66,222.57,32.9199999999935
S06_multi_event_DC4,1,48.04,71.39,23.3599999999954
S06_multi_event_DC4,1,58.14,75.1,16.9699999999966
S06_multi_event_DC4,2,28.46,48.57,20.119999999996
S06_multi_event_DC4,2,23.56,35.32,11.7699999999977
S06_multi_event_DC4,2,271.01,292.98,21.9799999999956
S06_multi_event_DC4,2,184.07,204.68,20.6199999999959
S06_multi_event_DC4,3,246.55,259.58,13.0399999999974
S06_multi_event_DC4,3,248.77,257.08,8.31999999999834
S06_multi_event_DC4,3,85.67,114.7,29.0399999999942
S06_multi_event_DC4,4,220.76,246.37,25.6199999999949
S06_multi_event_DC4,4,112.83,152.44,39.6199999999921
S06_multi_event_DC4,5,191.79,208.65,16.8699999999966
S06_multi_event_DC4,5,232.74,263.76,31.0299999999938
S06_multi_event_DC4,5,212.79,250.58,37.7999999999925
S06_multi_event_DC4,5,76.1,87.85,11.7599999999977
S06_multi_event_DC5,1,185.96,200.34,14.3899999999971
S06_multi_event_DC5,1,60.16,97.72,37.5699999999925
S06_multi_event_DC5,2,27.31,42.69,15.3899999999969
S06_multi_event_DC5,2,236.53,275.54,39.0199999999922
S06_multi_event_DC5,2,108.26,141.61,33.3599999999934
S06_multi_event_DC5,3,63.97,103.23,39.2699999999922
S06_multi_event_DC5,3,103.44,120.82,17.3899999999965
S06_multi_event_DC5,4,25.64,37.82,12.1899999999976
S06_multi_event_DC5,4,213.96,227.36,13.4099999999973
S06_multi_event_DC5,5,181.67,217.39,35.7299999999929
S06_multi_event_DC5,5,56.74,71.83,15.099999999997
S06_multi_event_DC5,5,222.05,255.62,33.5799999999933
S06_multi_event_DC6,1,132.26,157.37,25.119999999995
S06_multi_event_DC6,1,156,195.88,39.8899999999921
S06_multi_event_DC6,1,247.17,261.23,14.0699999999972
S06_multi_event_DC6,2,108.78,124.28,15.5099999999969
S06_multi_event_DC6,2,96.37,110.15,13.7899999999973
S06_multi_event_DC6,2,114.19,125.65,11.4699999999977
S06_multi_event_DC6,3,166.21,181.94,15.7399999999969
S06_multi_event_DC6,3,54.8,94.1,39.3099999999922
S06_multi_event_DC6,4,217.35,248.64,31.2999999999938
S06_multi_event_DC6,4,253.23,289.54,36.3199999999928
S06_multi_event_DC6,4,107.67,135.97,28.3099999999944
S06_multi_event_DC6,4,67.73,85.9,18.1799999999964
S06_multi_event_DC6,5,156.73,191.66,34.939999999993
S06_multi_event_DC6,5,229,268.16,39.1699999999922
S06_multi_event_DC6,5,237.44,264.19,26.7599999999947
S07_atk_false_ups_DC1,1,257.11,291.7,34.5999999999931
S07_atk_false_ups_DC1,1,49.32,85.17,35.8599999999929
S07_atk_false_ups_DC1,1,98.5,109.97,11.4799999999977
S07_atk_false_ups_DC1,1,245.95,255.61,9.66999999999808
S07_atk_false_ups_DC1,2,179.02,198.5,19.4899999999961
S07_atk_false_ups_DC1,2,192.59,223.08,30.4999999999939
S07_atk_false_ups_DC1,2,38.23,58.89,20.6699999999959
S07_atk_false_ups_DC1,2,137.64,171.05,33.4199999999934
S07_atk_false_ups_DC1,3,271.22,285.2,13.9899999999972
S07_atk_false_ups_DC1,3,186.42,220.59,34.1799999999932
S07_atk_false_ups_DC1,3,133.14,165.18,32.0499999999936
S07_atk_false_ups_DC1,4,174.2,191.67,17.4799999999965
S07_atk_false_ups_DC1,4,124.02,135.27,11.2599999999978
S07_atk_false_ups_DC1,4,106.6,125.81,19.2199999999962
S07_atk_false_ups_DC1,4,35.59,61.54,25.9599999999948
S07_atk_false_ups_DC1,5,166.73,191.16,24.4399999999951
S07_atk_false_ups_DC1,5,248.83,258.26,9.43999999999812
S07_atk_false_ups_DC2,1,102.51,116.65,14.1499999999972
S07_atk_false_ups_DC2,1,140.27,168.55,28.2899999999944
S07_atk_false_ups_DC2,1,117.94,138.93,20.9999999999958
S07_atk_false_ups_DC2,2,192.62,200.87,8.25999999999836
S07_atk_false_ups_DC2,2,271.13,299.68,28.5599999999943
S07_atk_false_ups_DC2,2,88.57,126.8,38.2399999999924
S07_atk_false_ups_DC2,3,30.99,46.08,15.099999999997
S07_atk_false_ups_DC2,3,80.68,106.9,26.2299999999948
S07_atk_false_ups_DC2,4,106.91,138.88,31.9799999999936
S07_atk_false_ups_DC2,4,71.09,95.03,23.9499999999952
S07_atk_false_ups_DC2,4,79,99.67,20.6799999999959
S07_atk_false_ups_DC2,4,217.79,234.2,16.4199999999967
S07_atk_false_ups_DC2,5,52.51,77.38,24.8799999999951
S07_atk_false_ups_DC2,5,204.82,232.81,27.9999999999944
S07_atk_false_ups_DC3,1,139.92,167.8,27.8899999999945
S07_atk_false_ups_DC3,1,119.45,132.11,12.6699999999975
S07_atk_false_ups_DC3,1,145.47,166.85,21.3899999999957
S07_atk_false_ups_DC3,2,100.47,133.46,32.9999999999934
S07_atk_false_ups_DC3,2,133.09,162.55,29.4699999999941
S07_atk_false_ups_DC3,2,109.9,146.09,36.1999999999928
S07_atk_false_ups_DC3,2,279.64,299.22,19.5899999999961
S07_atk_false_ups_DC3,3,131.56,146.02,14.4699999999971
S07_atk_false_ups_DC3,3,50.87,82.76,31.8999999999937
S07_atk_false_ups_DC3,3,43.57,77.6,34.0399999999932
S07_atk_false_ups_DC3,4,134.85,170.43,35.5899999999929
S07_atk_false_ups_DC3,4,21.13,58.97,37.8499999999925
S07_atk_false_ups_DC3,4,123.8,143.44,19.6499999999961
S07_atk_false_ups_DC3,4,49.77,60.53,10.7699999999979
S07_atk_false_ups_DC3,5,140.98,159.54,18.5699999999963
S07_atk_false_ups_DC3,5,166.12,183.7,17.5899999999965
S07_atk_false_ups_DC4,1,193.16,206.75,13.5999999999973
S07_atk_false_ups_DC4,1,39.38,72.8,33.4299999999933
S07_atk_false_ups_DC4,1,243.78,266.66,22.8899999999954
S07_atk_false_ups_DC4,1,135.66,170.75,35.099999999993
S07_atk_false_ups_DC4,2,70.31,88.75,18.4499999999963
S07_atk_false_ups_DC4,2,131.81,169.14,37.3399999999926
S07_atk_false_ups_DC4,2,212.83,252.47,39.6499999999921
S07_atk_false_ups_DC4,3,102.41,134.83,32.4299999999935
S07_atk_false_ups_DC4,3,33.89,53.51,19.6299999999961
S07_atk_false_ups_DC4,3,81.19,102.38,21.1999999999958
S07_atk_false_ups_DC4,4,97.06,121.05,23.9999999999952
S07_atk_false_ups_DC4,4,247.39,258.3,10.9199999999978
S07_atk_false_ups_DC4,4,152.68,169.18,16.5099999999967
S07_atk_false_ups_DC4,4,186.12,209.93,23.8199999999953
S07_atk_false_ups_DC4,5,83.55,108.04,24.4999999999951
S07_atk_false_ups_DC4,5,94.43,113.91,19.4899999999961
S07_atk_false_ups_DC4,5,178.33,196.97,18.6499999999963
S07_atk_false_ups_DC5,1,20.69,55.65,34.969999999993
S07_atk_false_ups_DC5,1,87.51,127.19,39.6899999999921
S07_atk_false_ups_DC5,2,184.75,221.48,36.7399999999927
S07_atk_false_ups_DC5,2,117.23,151.45,34.2299999999932
S07_atk_false_ups_DC5,2,244.47,275.15,30.6899999999939
S07_atk_false_ups_DC5,3,100.77,123.05,22.2899999999956
S07_atk_false_ups_DC5,3,181.43,205.76,24.3399999999952
S07_atk_false_ups_DC5,3,97.99,123.57,25.5899999999949
S07_atk_false_ups_DC5,3,150.2,174.63,24.4399999999951
S07_atk_false_ups_DC5,4,196.68,213.21,16.5399999999967
S07_atk_false_ups_DC5,4,244.79,279.62,34.8399999999931
S07_atk_false_ups_DC5,5,26.78,36.4,9.62999999999808
S07_atk_false_ups_DC5,5,226.13,250.33,24.2099999999952
S07_atk_false_ups_DC5,5,249.67,280.52,30.8599999999939
S07_atk_false_ups_DC6,1,43.65,56.49,12.8499999999974
S07_atk_false_ups_DC6,1,159.17,179.18,20.019999999996
S07_atk_false_ups_DC6,1,281.63,296.03,14.4099999999971
S07_atk_false_ups_DC6,2,250.5,281.88,31.3899999999938
S07_atk_false_ups_DC6,2,175.86,214.61,38.7599999999923
S07_atk_false_ups_DC6,3,61.18,73.6,12.4299999999975
S07_atk_false_ups_DC6,3,214.41,226.64,12.2399999999976
S07_atk_false_ups_DC6,3,244.95,259.74,14.7999999999971
S07_atk_false_ups_DC6,4,266.73,287.43,20.7099999999959
S07_atk_false_ups_DC6,4,53.24,75.96,22.7299999999955
S07_atk_false_ups_DC6,4,102.91,114.09,11.1899999999978
S07_atk_false_ups_DC6,5,56.26,78.7,22.4499999999955
S07_atk_false_ups_DC6,5,111.33,124.91,13.5899999999973
S08_atk_load_alter_DC1,1,135.73,158.08,22.3599999999956
S08_atk_load_alter_DC1,1,112.82,151.8,38.9899999999922
S08_atk_load_alter_DC1,1,81.41,99.51,18.1099999999964
S08_atk_load_alter_DC1,2,146.92,158.61,11.6999999999977
S08_atk_load_alter_DC1,2,119.39,155.09,35.7099999999929
S08_atk_load_alter_DC1,3,196.84,231.64,34.8099999999931
S08_atk_load_alter_DC1,3,145.01,153.81,8.80999999999825
S08_atk_load_alter_DC1,4,81.96,110.36,28.4099999999943
S08_atk_load_alter_DC1,4,75.56,114.77,39.2199999999922
S08_atk_load_alter_DC1,5,123.81,144.33,20.5299999999959
S08_atk_load_alter_DC1,5,22.56,35.39,12.8399999999974
S08_atk_load_alter_DC2,1,234.4,263.53,29.1399999999942
S08_atk_load_alter_DC2,1,229.6,251.75,22.1599999999956
S08_atk_load_alter_DC2,1,218.26,229.8,11.5499999999977
S08_atk_load_alter_DC2,2,133.61,143.23,9.62999999999808
S08_atk_load_alter_DC2,2,260.36,294.02,33.6699999999933
S08_atk_load_alter_DC2,3,197.18,205.46,8.28999999999835
S08_atk_load_alter_DC2,3,186.33,207.23,20.9099999999958
S08_atk_load_alter_DC2,3,27.36,50.83,23.4799999999953
S08_atk_load_alter_DC2,4,271.48,286.71,15.239999999997
S08_atk_load_alter_DC2,4,89.63,121.37,31.7499999999937
S08_atk_load_alter_DC2,4,232.29,258.01,25.7299999999949
S08_atk_load_alter_DC2,4,152.29,184.39,32.1099999999936
S08_atk_load_alter_DC2,5,164.98,200.73,35.7599999999929
S08_atk_load_alter_DC2,5,231.96,252.45,20.4999999999959
S08_atk_load_alter_DC3,1,286.54,295.21,8.67999999999827
S08_atk_load_alter_DC3,1,43.93,70.8,26.8799999999947
S08_atk_load_alter_DC3,1,29.93,48.31,18.3899999999963
S08_atk_load_alter_DC3,1,69.07,93.37,24.3099999999952
S08_atk_load_alter_DC3,2,168.41,186.55,18.1499999999964
S08_atk_load_alter_DC3,2,110.74,137.18,26.4499999999947
S08_atk_load_alter_DC3,3,244.78,270.14,25.369999999995
S08_atk_load_alter_DC3,3,212.27,252.22,39.959999999992
S08_atk_load_alter_DC3,4,32.15,63.89,31.7499999999937
S08_atk_load_alter_DC3,4,226.57,234.86,8.29999999999835
S08_atk_load_alter_DC3,5,203.74,227.63,23.8999999999952
S08_atk_load_alter_DC3,5,180.94,218.64,37.7099999999925
S08_atk_load_alter_DC3,5,181.61,195.83,14.2299999999972
S08_atk_load_alter_DC3,5,180.4,196.21,15.8199999999969
S08_atk_load_alter_DC4,1,95.21,123.27,28.0699999999944
S08_atk_load_alter_DC4,1,168.8,199.77,30.9799999999938
S08_atk_load_alter_DC4,2,54.07,62.09,8.0299999999984
S08_atk_load_alter_DC4,2,177.59,199.82,22.2399999999956
S08_atk_load_alter_DC4,3,157.62,174.51,16.8999999999966
S08_atk_load_alter_DC4,3,94.23,113.14,18.9199999999962
S08_atk_load_alter_DC4,4,28.07,50.89,22.8299999999955
S08_atk_load_alter_DC4,4,141.8,174.1,32.3099999999936
S08_atk_load_alter_DC4,4,109.89,130.56,20.6799999999959
S08_atk_load_alter_DC4,5,242.25,280.33,38.0899999999924
S08_atk_load_alter_DC4,5,279.53,293.53,14.0099999999972
S08_atk_load_alter_DC4,5,220.49,246.1,25.6199999999949
S08_atk_load_alter_DC4,5,259.88,272.23,12.3599999999975
S08_atk_load_alter_DC5,1,130.06,161.91,31.8599999999937
S08_atk_load_alter_DC5,1,127.36,137.42,10.069999999998
S08_atk_load_alter_DC5,2,194.73,227.45,32.7299999999935
S08_atk_load_alter_DC5,2,143.29,154.25,10.9699999999978
S08_atk_load_alter_DC5,3,31.63,50.46,18.8399999999963
S08_atk_load_alter_DC5,3,45.46,64.83,19.3799999999961
S08_atk_load_alter_DC5,4,168.83,194.59,25.7699999999949
S08_atk_load_alter_DC5,4,90.2,107.62,17.4299999999965
S08_atk_load_alter_DC5,4,53.54,65.83,12.2999999999976
S08_atk_load_alter_DC5,4,141.45,174.26,32.8199999999935
S08_atk_load_alter_DC5,5,252,271.29,19.2999999999962
S08_atk_load_alter_DC5,5,79.03,110.6,31.5799999999937
S08_atk_load_alter_DC6,1,117.61,135.69,18.0899999999964
S08_atk_load_alter_DC6,1,103.06,118.34,15.289999999997
S08_atk_load_alter_DC6,2,248.12,256.69,8.57999999999829
S08_atk_load_alter_DC6,2,73.32,101.12,27.8099999999945
S08_atk_load_alter_DC6,2,184.93,201.45,16.5299999999967
S08_atk_load_alter_DC6,3,247.67,277.45,29.7899999999941
S08_atk_load_alter_DC6,3,209.85,245.97,36.1299999999928
S08_atk_load_alter_DC6,3,65.45,78.27,12.8299999999974
S08_atk_load_alter_DC6,4,177.54,206.79,29.2599999999942
S08_atk_load_alter_DC6,4,71.47,84.96,13.4999999999973
S08_atk_load_alter_DC6,4,73.45,106.93,33.4899999999933
S08_atk_load_alter_DC6,5,204.59,228.97,24.3899999999951
S08_atk_load_alter_DC6,5,84.17,122.25,38.0899999999924
S09_atk_sensor_spoof_DC1,1,32.86,56.15,23.2999999999954
S09_atk_sensor_spoof_DC1,1,34.48,52.15,17.6799999999965
S09_atk_sensor_spoof_DC1,1,150.39,178.4,28.0199999999944
S09_atk_sensor_spoof_DC1,2,130.95,168.75,37.8099999999925
S09_atk_sensor_spoof_DC1,2,124.66,143.25,18.5999999999963
S09_atk_sensor_spoof_DC1,2,80.5,94.53,14.0399999999972
S09_atk_sensor_spoof_DC1,2,108.82,143.16,34.3499999999932
S09_atk_sensor_spoof_DC1,3,97.91,136.35,38.4499999999924
S09_atk_sensor_spoof_DC1,3,58.23,79.25,21.0299999999958
S09_atk_sensor_spoof_DC1,3,230.78,258.21,27.4399999999945
S09_atk_sensor_spoof_DC1,4,94.54,111.95,17.4199999999965
S09_atk_sensor_spoof_DC1,4,78.74,106.43,27.6999999999945
S09_atk_sensor_spoof_DC1,5,115.66,147.51,31.8599999999937
S09_atk_sensor_spoof_DC1,5,192.05,206.9,14.859999999997
S09_atk_sensor_spoof_DC1,5,70.08,81.41,11.3399999999977
S09_atk_sensor_spoof_DC1,5,116.57,136.49,19.929999999996
S09_atk_sensor_spoof_DC2,1,203.63,242.7,39.0799999999922
S09_atk_sensor_spoof_DC2,1,34.85,61.38,26.5399999999947
S09_atk_sensor_spoof_DC2,1,210.45,245.69,35.249999999993
S09_atk_sensor_spoof_DC2,1,197.51,224.6,27.0999999999946
S09_atk_sensor_spoof_DC2,2,285.86,295.02,9.16999999999818
S09_atk_sensor_spoof_DC2,2,60.21,91.53,31.3299999999938
S09_atk_sensor_spoof_DC2,2,215.38,248.29,32.9199999999935
S09_atk_sensor_spoof_DC2,2,90.1,99.66,9.5699999999981
S09_atk_sensor_spoof_DC2,3,61.69,85.94,24.2599999999952
S09_atk_sensor_spoof_DC2,3,268.34,297.69,29.3599999999942
S09_atk_sensor_spoof_DC2,3,181.53,213.31,31.7899999999937
S09_atk_sensor_spoof_DC2,4,144.1,180.11,36.0199999999928
S09_atk_sensor_spoof_DC2,4,183.38,220.83,37.4599999999925
S09_atk_sensor_spoof_DC2,5,216.48,238.38,21.9099999999956
S09_atk_sensor_spoof_DC2,5,166.2,192.67,26.4799999999947
S09_atk_sensor_spoof_DC3,1,239.82,276.1,36.2899999999928
S09_atk_sensor_spoof_DC3,1,57,83.74,26.7499999999947
S09_atk_sensor_spoof_DC3,2,147.77,164.76,16.9999999999966
S09_atk_sensor_spoof_DC3,2,30.23,46.84,16.6199999999967
S09_atk_sensor_spoof_DC3,3,148.12,164.13,16.0199999999968
S09_atk_sensor_spoof_DC3,3,37.99,52.09,14.1099999999972
S09_atk_sensor_spoof_DC3,4,169.53,199.57,30.049999999994
S09_atk_sensor_spoof_DC3,4,175.93,189.7,13.7799999999973
S09_atk_sensor_spoof_DC3,4,104.72,144.01,39.2999999999922
S09_atk_sensor_spoof_DC3,4,268.29,297.63,29.3499999999942
S09_atk_sensor_spoof_DC3,5,148.06,176.58,28.5299999999943
S09_atk_sensor_spoof_DC3,5,277.98,293,15.029999999997
S09_atk_sensor_spoof_DC3,5,116.06,152.64,36.5899999999927
S09_atk_sensor_spoof_DC3,5,40.45,74.42,33.9799999999932
S09_atk_sensor_spoof_DC4,1,101.66,140.16,38.5099999999923
S09_atk_sensor_spoof_DC4,1,231.66,268.73,37.0799999999926
S09_atk_sensor_spoof_DC4,2,144.84,158.37,13.5399999999973
S09_atk_sensor_spoof_DC4,2,173.6,198.08,24.4899999999951
S09_atk_sensor_spoof_DC4,2,221.45,242.98,21.5399999999957
S09_atk_sensor_spoof_DC4,3,66.16,87.06,20.9099999999958
S09_atk_sensor_spoof_DC4,3,161.25,190.3,29.0599999999942
S09_atk_sensor_spoof_DC4,3,50.44,66.96,16.5299999999967
S09_atk_sensor_spoof_DC4,4,137.12,164.97,27.8599999999945
S09_atk_sensor_spoof_DC4,4,120.94,134.22,13.2899999999974
S09_atk_sensor_spoof_DC4,4,259.44,287.53,28.0999999999944
S09_atk_sensor_spoof_DC4,5,45.26,75.1,29.8499999999941
S09_atk_sensor_spoof_DC4,5,236.52,271.64,35.129999999993
S09_atk_sensor_spoof_DC4,5,159.31,195.35,36.0499999999928
S09_atk_sensor_spoof_DC4,5,169.57,198.06,28.4999999999943
S09_atk_sensor_spoof_DC5,1,125.18,161.82,36.6499999999927
S09_atk_sensor_spoof_DC5,1,105.08,132.11,27.0399999999946
S09_atk_sensor_spoof_DC5,1,259.08,283.94,24.8699999999951
S09_atk_sensor_spoof_DC5,2,78.15,108,29.8599999999941
S09_atk_sensor_spoof_DC5,2,38.74,66.89,28.1599999999944
S09_atk_sensor_spoof_DC5,3,257.84,269.72,11.8899999999976
S09_atk_sensor_spoof_DC5,3,245.08,270.56,25.4899999999949
S09_atk_sensor_spoof_DC5,3,237.51,270.31,32.8099999999935
S09_atk_sensor_spoof_DC5,4,81.8,113.99,32.1999999999936
S09_atk_sensor_spoof_DC5,4,225.18,241.15,15.9799999999968
S09_atk_sensor_spoof_DC5,4,236.33,256.36,20.039999999996
S09_atk_sensor_spoof_DC5,5,229.45,246.92,17.4799999999965
S09_atk_sensor_spoof_DC5,5,237.96,265.86,27.9099999999944
S09_atk_sensor_spoof_DC6,1,282.14,291.19,9.0599999999982
S09_atk_sensor_spoof_DC6,1,214.59,249.6,35.019999999993
S09_atk_sensor_spoof_DC6,1,173.86,207.98,34.1299999999932
S09_atk_sensor_spoof_DC6,2,51.4,79.05,27.6599999999945
S09_atk_sensor_spoof_DC6,2,150.54,189.26,38.7299999999923
S09_atk_sensor_spoof_DC6,3,124.92,148.17,23.2599999999954
S09_atk_sensor_spoof_DC6,3,103.65,126.11,22.4699999999955
S09_atk_sensor_spoof_DC6,3,118.48,149.02,30.5499999999939
S09_atk_sensor_spoof_DC6,4,25.4,39.68,14.2899999999972
S09_atk_sensor_spoof_DC6,4,118.3,150.22,31.9299999999936
S09_atk_sensor_spoof_DC6,4,61.52,94.9,33.3899999999934
S09_atk_sensor_spoof_DC6,4,50.38,66.75,16.3799999999967
S09_atk_sensor_spoof_DC6,5,217.17,249.37,32.2099999999936
S09_atk_sensor_spoof_DC6,5,266.61,279.64,13.0399999999974
S09_atk_sensor_spoof_DC6,5,262.06,298.38,36.3299999999928
S10_atk_cooling_DC1,1,168.61,201.2,32.5999999999935
S10_atk_cooling_DC1,1,53.28,81.01,27.7399999999945
S10_atk_cooling_DC1,1,23.6,36.93,13.3399999999973
S10_atk_cooling_DC1,2,98.96,127.43,28.4799999999943
S10_atk_cooling_DC1,2,150.77,177.2,26.4399999999947
S10_atk_cooling_DC1,2,49.74,83.08,33.3499999999934
S10_atk_cooling_DC1,2,244.67,270.73,26.0699999999948
S10_atk_cooling_DC1,3,101.23,131.26,30.039999999994
S10_atk_cooling_DC1,3,88.38,102.59,14.2199999999972
S10_atk_cooling_DC1,4,270.78,284.18,13.4099999999973
S10_atk_cooling_DC1,4,237.87,267.86,29.999999999994
S10_atk_cooling_DC1,5,239.97,260.99,21.0299999999958
S10_atk_cooling_DC1,5,192.71,204.75,12.0499999999976
S10_atk_cooling_DC2,1,197.6,212.15,14.5599999999971
S10_atk_cooling_DC2,1,283.55,292.66,9.11999999999819
S10_atk_cooling_DC2,2,260.29,294.8,34.5199999999931
S10_atk_cooling_DC2,2,120.82,132.97,12.1599999999976
S10_atk_cooling_DC2,2,40.05,77.21,37.1699999999926
S10_atk_cooling_DC2,3,112.38,138.83,26.4599999999947
S10_atk_cooling_DC2,3,163.52,174.5,10.9899999999978
S10_atk_cooling_DC2,4,104.57,141.13,36.5699999999927
S10_atk_cooling_DC2,4,143.71,173.17,29.4699999999941
S10_atk_cooling_DC2,4,211.7,238.86,27.1699999999946
S10_atk_cooling_DC2,5,274.84,294.45,19.6199999999961
S10_atk_cooling_DC2,5,163.75,187.07,23.3299999999954
S10_atk_cooling_DC3,1,49.41,60.13,10.7299999999979
S10_atk_cooling_DC3,1,171.12,181.38,10.269999999998
S10_atk_cooling_DC3,2,255.33,287.18,31.8599999999937
S10_atk_cooling_DC3,2,31.16,70.19,39.0399999999922
S10_atk_cooling_DC3,3,121.56,145.87,24.3199999999952
S10_atk_cooling_DC3,3,75.28,111.73,36.4599999999927
S10_atk_cooling_DC3,4,59.37,77.48,18.1199999999964
S10_atk_cooling_DC3,4,216.36,241.58,25.229999999995
S10_atk_cooling_DC3,4,54.4,88.4,34.0099999999932
S10_atk_cooling_DC3,4,167.19,187.4,20.219999999996
S10_atk_cooling_DC3,5,214.53,246.29,31.7699999999937
S10_atk_cooling_DC3,5,179.34,206.32,26.9899999999946
S10_atk_cooling_DC3,5,222.6,239.23,16.6399999999967
S10_atk_cooling_DC3,5,87.57,114.44,26.8799999999947
S10_atk_cooling_DC4,1,271.28,296.08,24.8099999999951
S10_atk_cooling_DC4,1,206.88,236.67,29.7999999999941
S10_atk_cooling_DC4,1,64.52,84.73,20.219999999996
S10_atk_cooling_DC4,2,245.1,257.36,12.2699999999976
S10_atk_cooling_DC4,2,204.11,221.44,17.3399999999966
S10_atk_cooling_DC4,2,216.03,252.72,36.6999999999927
S10_atk_cooling_DC4,2,233.25,244.25,11.0099999999978
S10_atk_cooling_DC4,3,170.47,199.16,28.6999999999943
S10_atk_cooling_DC4,3,131.72,144.77,13.0599999999974
S10_atk_cooling_DC4,3,157.46,177.54,20.089999999996
S10_atk_cooling_DC4,3,117.72,135.31,17.5999999999965
S10_atk_cooling_DC4,4,149.94,187.91,37.9799999999924
S10_atk_cooling_DC4,4,125.21,160.07,34.8699999999931
S10_atk_cooling_DC4,5,190.48,219.37,28.8999999999943
S10_atk_cooling_DC4,5,20.41,35.54,15.139999999997
S10_atk_cooling_DC4,5,162.43,185.84,23.4199999999953
S10_atk_cooling_DC5,1,190.09,208.37,18.2899999999964
S10_atk_cooling_DC5,1,173.52,209.99,36.4799999999927
S10_atk_cooling_DC5,2,192.36,203.95,11.5999999999977
S10_atk_cooling_DC5,2,290.26,298.49,8.23999999999836
S10_atk_cooling_DC5,2,105.69,119.32,13.6399999999973
S10_atk_cooling_DC5,3,172.41,207.38,34.979999999993
S10_atk_cooling_DC5,3,55.2,81.79,26.5999999999947
S10_atk_cooling_DC5,3,44.06,82.36,38.3099999999924
S10_atk_cooling_DC5,4,59.18,79.52,20.349999999996
S10_atk_cooling_DC5,4,195.99,209.02,13.0399999999974
S10_atk_cooling_DC5,4,110.23,119.78,9.5599999999981
S10_atk_cooling_DC5,5,236.1,265.8,29.7099999999941
S10_atk_cooling_DC5,5,182.18,193.49,11.3199999999977
S10_atk_cooling_DC5,5,178.39,190.8,12.4199999999975
S10_atk_cooling_DC5,5,171.48,201.25,29.7799999999941
S10_atk_cooling_DC6,1,199.41,237.71,38.3099999999924
S10_atk_cooling_DC6,1,209.83,232.45,22.6299999999955
S10_atk_cooling_DC6,1,278.25,298.9,20.6599999999959
S10_atk_cooling_DC6,2,247.49,258.08,10.5999999999979
S10_atk_cooling_DC6,2,94.43,106.94,12.5199999999975
S10_atk_cooling_DC6,2,156.37,167.55,11.1899999999978
S10_atk_cooling_DC6,2,128.18,154.86,26.6899999999947
S10_atk_cooling_DC6,3,65.43,98.98,33.5599999999933
S10_atk_cooling_DC6,3,116.68,132.03,15.3599999999969
S10_atk_cooling_DC6,3,201.75,226.69,24.949999999995
S10_atk_cooling_DC6,4,132.16,163.17,31.0199999999938
S10_atk_cooling_DC6,4,44.33,56.01,11.6899999999977
S10_atk_cooling_DC6,4,250.56,269.5,18.9499999999962
S10_atk_cooling_DC6,5,216.97,254.68,37.7199999999925
S10_atk_cooling_DC6,5,252.29,288.37,36.0899999999928
S10_atk_cooling_DC6,5,59.61,85.94,26.3399999999948
S11_fault_plus_atk_DC1,1,126.53,143.4,16.8799999999966
S11_fault_plus_atk_DC1,1,160.33,180.28,19.959999999996
S11_fault_plus_atk_DC1,1,33.41,72.69,39.2899999999922
S11_fault_plus_atk_DC1,2,166.39,186.43,20.049999999996
S11_fault_plus_atk_DC1,2,209.57,243.32,33.7599999999933
S11_fault_plus_atk_DC1,3,98.71,107.3,8.59999999999829
S11_fault_plus_atk_DC1,3,101.68,111.5,9.82999999999804
S11_fault_plus_atk_DC1,4,148.88,177.57,28.6999999999943
S11_fault_plus_atk_DC1,4,52.2,81.92,29.7299999999941
S11_fault_plus_atk_DC1,5,88.29,121.25,32.9699999999934
S11_fault_plus_atk_DC1,5,30.01,45.06,15.059999999997
S11_fault_plus_atk_DC1,5,153.21,166.57,13.3699999999973
S11_fault_plus_atk_DC1,5,189.6,197.85,8.25999999999836
S11_fault_plus_atk_DC2,1,118.96,153.34,34.3899999999932
S11_fault_plus_atk_DC2,1,37.42,70.11,32.6999999999935
